draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1980,5,17,Mil,Ken,Jones,N/A,Virginia Commonwealth,N
1980,5,18,Atl,Mike,Doyle,N/A,South Carolina,N
1980,5,19,PHO,Mark,Stevens,N/A,Northern Arizona,N
1980,5,20,Sea,Lenny,Horton,N/A,Georgia Tech,N
1980,5,21,PHI,Jim,Swaney,N/A,Toledo,N
1980,5,22,LAL,Rick,Raivio,N/A,Portland,N
1980,5,23,Bos,Rufus,Harris,N/A,Maine,N
1980,6,1,Det,Tony,Turner,N/A,Alaska-Anchorage,N
1980,6,2,GSW,Neil,Bresnahan,N/A,Illinois,N
1980,6,3,UTA,Ken,Cunningham,N/A,Western Michigan,N
1980,6,4,Den,Ernie,Hill,N/A,Oklahoma City,N
1980,6,5,Chi,Bernard,Rencher,N/A,St. John's,N
1980,6,6,NJN,Rick,Mattick,N/A,Louisiana State,N
1980,6,7,SDC,Londale,Theus,N/A,Santa Clara,N
1980,6,8,CLE,Antonio,Martin,N/A,Oral Roberts,N
1980,6,9,Ind,Randy,Owens,N/A,Philadelphia Textile,N
1980,6,10,POR,Perry,Mirkovich,N/A,Lethbridge (Canada),N
1980,6,11,DAL,Leroy,Jackson,N/A,Cameron,N
1980,6,12,WA1,Ken,Dancy,N/A,Chicago State,N
1980,6,13,NYK,Kelvin,Hicks,N/A,New York Tech,N
1980,6,14,SAS,Dean,Uthoff,N/A,Iowa State,N
1980,6,15,HOU,Everette,Jefferson,N/A,New Mexico,N
1980,6,16,KCK,Kent,Grooms,N/A,Kent State,N
1980,6,17,Mil,Alex,Gilbert,N/A,Indiana State,N
1980,6,18,Atl,Mike,Zagardo,N/A,George Washington,N
1980,6,19,PHO,Coby,Leavitt,N/A,Utah,N
1980,6,20,Sea,Jim,Strickland,N/A,South Carolina,N
1980,6,21,PHI,Donald,Cooper,N/A,St. Augustine,N
1980,6,22,LAL,Odis,Boddie,N/A,North Alabama,N
1980,6,23,Bos,Kenny,Evans,N/A,Norfolk State,N
1980,7,1,Det,Carl,Pierce,N/A,Gonzaga,N
1980,7,2,UTA,Dave,Colescott,N/A,North Carolina,N
1980,7,3,GSW,Lorenzo,Romar,RomarLo01,Washington,N
1980,7,4,Chi,Robert,Byrd,N/A,Marquette,N
1980,7,5,Den,Tommy,Springer,N/A,Vanderbilt,N
1980,7,6,NJN,Larry,Spicer,N/A,Alabama-Birmingham,N
1980,7,7,SDC,Paul,Anderson,N/A,USC College,N
1980,7,8,Ind,Charles,Naddaff,N/A,Lafayette,N
1980,7,9,CLE,Leroy,Berry,N/A,Wilmington (OH),N
1980,7,10,POR,Gig,Sims,N/A,UCLA,N
1980,7,11,DAL,Tony,Forch,N/A,Midwestern,N
1980,7,12,NYK,Bobby,Turner,N/A,Louisville,N
1980,7,13,WA1,Karl,Godine,N/A,Stephen F. Austin,N
1980,7,14,HOU,Joe,Nehls,N/A,Arizona,N
1980,7,15,SAS,Allan,Zahn,N/A,Arkansas,N
1980,7,16,KCK,Arnold,McDowell,N/A,Montana State,N
1980,7,17,Mil,Ron,White,N/A,Furman,N
1980,7,18,Atl,Charles,Hightower,N/A,Dillard,N
1980,7,19,PHO,Ron,Williams,N/A,Western Montana,N
1980,7,20,Sea,Carl,Ervin,N/A,Seattle,N
1980,7,21,PHI,Richard,Smith,N/A,Weber State,N
1980,7,22,Bos,Les,Hanson,N/A,Virginia Tech,N
1980,8,1,Det,Leroy,Loggins,N/A,Fairmont State,N
1980,8,2,GSW,Kurt,Kanaskie,N/A,La Salle,N
1980,8,3,UTA,Jim,Brandon,N/A,St. Peter's,N
1980,8,4,Chi,Modzel,Greer,N/A,North Park,N
1980,8,5,NJN,Lloyd,Terry,N/A,New Orleans,N
1980,8,6,CLE,Jim,Ellinghausen,N/A,Ohio State,N
1980,8,7,Ind,Steve,Stielper,N/A,James Madison,N
1980,8,8,POR,John,Stroeder,StroeJo01,Montana,N
1980,8,9,DAL,Clarence,Kea,KeaCl01  ,Lamar,N
1980,8,10,WA1,Rich,Valavicious,N/A,Auburn,N
1980,8,11,NYK,James,Salters,N/A,Penn,N
1980,8,12,SAS,Bill,Bailey,N/A,Pan American,N
1980,8,13,HOU,Rosie,Barnes,N/A,Bowling Green,N
1980,8,14,Mil,Keith,Valentine,N/A,Virginia Union,N
1980,8,15,PHO,Jim,Conolly,N/A,La Salle,N
1980,8,16,Sea,Al,Dutch,N/A,Georgetown,N
1980,8,17,PHI,Martin,Lemelle,N/A,Grambling,N
1980,8,18,LAL,Melvin,Hooker,N/A,Edinboro State,N
1980,8,19,Bos,Steve,Wright,N/A,Boston U,N
1980,9,1,Det,Terry,Dupris,N/A,Huron,N
1980,9,2,UTA,Paul,Renfro,N/A,Texas-Arlington,N
1980,9,3,GSW,Billy,Reid,ReidBi01 ,San Francisco,N
1980,9,4,Chi,Jay,Shidler,N/A,Kentucky,N
1980,9,5,Den,Jim,Graziano,N/A,South Carolina,N
1980,9,6,NJN,Barry,Young,N/A,Colorado State,N
1980,9,7,Ind,Scott,Rogers,N/A,Kenyon,N
1980,9,8,CLE,Melvin,Crafter,N/A,Central State (OH),N
1980,9,9,POR,Rich,Boucher,N/A,Maine,N
1980,9,10,DAL,Ken,Williams,N/A,Houston,N
1980,9,11,NYK,Don,Wiley,N/A,Monmouth,N
1980,9,12,WA1,Clinton,Wyatt,N/A,Alcorn State,N
1980,9,13,SAS,Al,Williams,N/A,North Texas State,N
1980,9,14,KCK,Charley,Cole,N/A,Delta State,N
1980,9,15,Mil,Del,Yarbrough,N/A,Illinois State,N
1980,9,16,Atl,Stanley,Lamb,N/A,Steubenville,N
1980,9,17,PHO,Keith,French,N/A,North Park,N
1980,9,18,Sea,Jim,Tillman,N/A,Eastern Kentucky,N
1980,9,19,PHI,Luke,Griffin,N/A,St. Joseph's,N
1980,9,20,Bos,Brian,Jung,N/A,Northwestern,N
1980,10,1,GSW,Tim,Higgins,N/A,Kearney State,N
1980,10,2,UTA,Leroy,Coleman,N/A,Middle Tennessee,N
1980,10,3,Den,Earl,Sango,N/A,Regis,N
1980,10,4,Chi,Billy,Foster,N/A,Eastern Montana,N
1980,10,5,Ind,John,Bates,N/A,West Virginia,N
1980,10,6,POR,Dave,Kufeld,N/A,Yeshiva,N
1980,10,7,DAL,Tom,Morgan,N/A,Cal State-Fullerton,N
1980,10,8,WA1,Don,Youman,N/A,Oklahoma State,N
1980,10,9,NYK,Gerald,Ross,N/A,Grand Canyon,N
1980,10,10,SAS,Steve,Schall,N/A,Arkansas,N
1980,10,11,Mil,Melvin,Crayton,N/A,Alabama State,N
1980,10,12,PHO,Randy,Carroll,N/A,Kansas,N
1980,10,13,Sea,Kent,Williams,N/A,Texas Tech,N
1980,10,14,PHI,Joe,Hand,N/A,Kings (PA),N
1980,10,15,Bos,John,Nolan,N/A,Providence,N
1981,1,1,DAL,Mark,Aguirre,AguirMa01,DePaul,N
1981,1,2,Det,Isiah,Thomas,ThomaIs01,Indiana,N
1981,1,3,NJN,Buck,Williams,WilliBu01,Maryland,N
1981,1,4,Atl,Al,Wood,WoodAl01 ,North Carolina,N
1981,1,5,Sea,Danny,Vranes,VraneDa01,Utah,N
1981,1,6,Chi,Orlando,Woolridge,WoolrOr01,Notre Dame,N
1981,1,7,KCK,Steve,Johnson,JohnsSt01,Oregon State,N
1981,1,8,SDC,Tom,Chambers,ChambTo01,Utah,N
1981,1,9,DAL,Rolando,Blackman,BlackRo01,Kansas State,N
1981,1,10,NJN,Albert,King,KingAl01 ,Maryland,N
1981,1,11,WA1,Frank,Johnson,JohnsFr01,Wake Forest,N
1981,1,12,Det,Kelly,Tripucka,TripuKe01,Notre Dame,N
1981,1,13,UTA,Danny,Schayes,SchayDa01,Syracuse,N
1981,1,14,Ind,Herb,Williams,WilliHe01,Ohio State,N
1981,1,15,POR,Jeff,Lamp,LampJe01 ,Virginia,N
1981,1,16,POR,Darnell,Valentine,ValenDa01,Kansas,N
1981,1,17,KCK,Kevin,Loder,LoderKe01,Alabama State,N
1981,1,18,NJN,Ray,Tolbert,TolbeRa01,Indiana,N
1981,1,19,LAL,Mike,McGee,McGeeMi01,Michigan,N
1981,1,20,PHO,Larry,Nance,NanceLa01,Clemson,N
1981,1,21,Mil,Alton,Lister,ListeAl01,Arizona State,N
1981,1,22,PHI,Franklin,Edwards,EdwarFr01,Cleveland State,N
1981,1,23,Bos,Charles,Bradley,BradlCh01,Wyoming,N
1981,2,1,DAL,Jay,Vincent,VinceJa01,Michigan State,N
1981,2,2,Bos,Tracy,Jackson,JacksTr01,Notre Dame,N
1981,2,3,POR,Brian,Jackson,N/A,Utah State,N
1981,2,4,UTA,Howard,Wood,WoodHo01 ,Tennessee,N
1981,2,5,SAS,Gene,Banks,BanksGe01,Duke,N
1981,2,6,KCK,Eddie,Johnson,JohnsEd03,Illinois,N
1981,2,7,SAS,Ed,Rains,RainsEd01,South Alabama,N
1981,2,8,Bos,Danny,Ainge,AingeDa01,Brigham Young,N
1981,2,9,Chi,Mike,Olliver,N/A,Lamar,N
1981,2,10,GSW,Sam,Williams,WilliSa02,Arizona State,N
1981,2,11,Den,Kenneth,Green,GreenKe02,Pan American,N
1981,2,12,WA1,Charles,Davis,DavisCh02,Vanderbilt,N
1981,2,13,Ind,Ray,Blume,BlumeRa01,Oregon State,N
1981,2,14,Ind,Al,Leslie,N/A,Bucknell,N
1981,2,15,Atl,Clyde,Bradshaw,N/A,DePaul,N
1981,2,16,LAL,Harvey,Knuckles,N/A,Toledo,N
1981,2,17,NYK,Greg,Cook,N/A,Louisiana State,N
1981,2,18,WA1,Claude,Gregory,GregoCl01,Wisconsin,N
1981,2,19,LAL,Elvis,Rolle,N/A,Florida State,N
1981,2,20,DAL,Elston,Turner,TurneEl01,Mississippi,N
1981,2,21,WA1,Steve,Lingenfelter,LingeSt01,South Dakota State,N
1981,2,22,HOU,Ed,Turner,N/A,Texas A&I,N
1981,2,23,PHI,Vernon,Smith,N/A,Texas A&M,N
1981,3,1,DAL,Art,Housey,N/A,Kansas,N
1981,3,2,WA1,Mike,Ferrara,N/A,Colgate,N
1981,3,3,NJN,David,Burns,BURNS02  ,St. Louis,N
1981,3,4,POR,Derek,Holcomb,N/A,Illinois,N
1981,3,5,LAL,Zam,Fredrick,N/A,South Carolina,N
1981,3,6,Atl,Rudy,Macklin,MacklRu01,Louisiana State,N
1981,3,7,Sea,Mark,Radford,RadfoMa01,Oregon State,N
1981,3,8,SDC,Jim,Smith,SmithJi01,Ohio State,N
1981,3,9,CLE,Mickey,Dillard,DillaMi01,Florida State,N
1981,3,10,GSW,Carlton,Neverson,N/A,Pittsburgh,N
1981,3,11,NYK,Frank,Brickowski,BrickFr01,Penn State,N
1981,3,12,KCK,Curtis,Berry,N/A,Missouri,N
1981,3,13,CLE,Russell,Bowers,N/A,American,N
1981,3,14,Ind,Purvis,Miller,N/A,USC,N
1981,3,15,POR,Petur,Gudmundsson,GudmuPe01,Washington,N
1981,3,16,PHO,Sam,Clancy,N/A,Pittsburgh,N
1981,3,17,NYK,Wayne,McKoy,N/A,St. John's,N
1981,3,18,SAS,Tom,Baker,BakerTo01,Eastern Kentucky,N
1981,3,19,LAL,Ron,Cornelius,N/A,Pacific,N
1981,3,20,PHO,Craig,Dykema,DykemCr01,Long Beach State,N
1981,3,21,Mil,Mark,Smith,N/A,Illinois,N
1981,3,22,PHI,Ernest,Graham,N/A,Maryland,N
1981,3,23,Bos,John,Johnson,N/A,Michigan,N
1981,4,1,DAL,Eddie,Moss,N/A,Syracuse,N
1981,4,2,Det,John,May,N/A,South Alabama,N
1981,4,3,NJN,Edmund,Sherod,SheroEd01,Virginia Commonwealth,N
1981,4,4,UTA,George,Torres,N/A,Bethany Nazarene,N
1981,4,5,CLE,Ethan,Martin,N/A,Louisiana State,N
1981,4,6,Atl,Kevin,Figaro,N/A,SW Louisiana,N
1981,4,7,GSW,Lewis,Lloyd,LloydLe01,Drake,N
1981,4,8,SDC,Lee,Raker,N/A,Virginia,N
1981,4,9,KCK,Kenny,Dennard,DennaKe01,Duke,N
1981,4,10,WA1,Ron,Davis,N/A,Arizona,N
1981,4,11,GSW,Terry,Adolph,N/A,West Texas State,N
1981,4,12,HOU,Larry,Spriggs,SprigLa01,Howard,N
1981,4,13,KCK,BB,DAvis,N/A,Lamar,N
1981,4,14,Ind,Rolando,Frazier,N/A,Briarcliff,N
1981,4,15,Chi,Oliver,Lee,N/A,Marquette,N
1981,4,16,POR,Peter,Verhoeven,VerhoPe01,Fresno State,N
1981,4,17,NYK,Alex,Bradley,BradlAl02,Villanova,N
1981,4,18,SAS,Earl,Belcher,N/A,St. Bonaventure,N
1981,4,19,LAL,Kevin,McKenna,McKenKe01,Creighton,N
1981,4,20,Det,Don,Koonce,N/A,North Carolina-Charlotte,N
1981,4,21,Mil,Kris,Anderson,N/A,Florida State,N
1981,4,22,Bos,Stanley,Williams,N/A,La Salle,N
1981,4,23,PHI,Rynn,Wright,N/A,Texas A&M,N
1981,5,1,DAL,Pete,Budko,N/A,North Carolina,N
1981,5,2,Det,George,DeVone,N/A,North Carolina-Charlotte,N
1981,5,3,NJN,Joe,Cooper,CoopeJo01,Colorado,N
1981,5,4,CLE,Ken,Page,N/A,New Mexico,N
1981,5,5,UTA,Mike,Clark,N/A,Oregon,N
1981,5,6,Atl,Steve,Krafscisin,N/A,Iowa,N
1981,5,7,Sea,Andra,Griffin,GriffAn01,Washington,N
1981,5,8,SDC,Dennis,Isbell,N/A,Memphis State,N
1981,5,9,Den,Willie,Sims,N/A,Louisiana State,N
1981,5,10,GSW,Hank,McDowell,McDowHa01,Memphis State,N
1981,5,11,WA1,Garry,Witts,WittsGa01,Holy Cross,N
1981,5,12,KCK,US,Reed,N/A,Arkansas,N
1981,5,13,HOU,Hasan,Houston,N/A,Bradley,N
1981,5,14,Ind,George,Peterson,N/A,Jersey City State,N
1981,5,15,POR,Herb,Andrew,N/A,South Alabama,N
1981,5,16,Chi,Johnny,Nash,N/A,Arizona State,N
1981,5,17,NYK,Jim,Wright,N/A,Rhode Island,N
1981,5,18,SAS,Mike,Rhodes,N/A,Vanderbilt,N
1981,5,19,LAL,Craig,Watts,N/A,North Carolina State,N
1981,5,20,PHO,Paul,Heuerman,N/A,Michigan,N
1981,5,21,Mil,Kelvin,Troy,N/A,Rutgers,N
1981,5,22,PHI,Steve,Craig,N/A,Brigham Young,N
1981,5,23,Bos,Glen,Grunwald,N/A,Indiana,N
1981,6,1,DAL,Karl,Bakowski,N/A,Utah,N
1981,6,2,Det,Vince,Brookins,N/A,Iowa,N
1981,6,3,NJN,Kevin,Lynam,N/A,La Salle,N
1981,6,4,UTA,Kevin,Sprewer,N/A,Loyola (IL),N
1981,6,5,CLE,Aaron,Strayhorn,N/A,Hawaii,N
1981,6,6,Atl,Darryl,Warwick,N/A,Hampton Institute,N
1981,6,7,Sea,Earl,Banks,N/A,Auburn,N
1981,6,8,SDC,Mike,Pepper,N/A,North Carolina,N
1981,6,9,Den,Alonzo,Weatherley,N/A,Denver,N
1981,6,10,WA1,Robert,Williams,N/A,Grambling,N
1981,6,11,GSW,Carter,Scott,N/A,Ohio State,N
1981,6,12,HOU,Fred,Cowan,N/A,Kentucky,N
1981,6,13,KCK,Brian,Walker,N/A,Purdue,N
1981,6,14,Ind,Robert,Fronk,N/A,Washington,N
1981,6,15,Chi,Roger,Burkman,BurkmRo01,Louisville,N
1981,6,16,POR,Roshern,Arnie,N/A,Texas-El Paso,N
1981,6,17,NYK,John,Blair,N/A,Monmouth,N
1981,6,18,SAS,Norman,Shavers,N/A,Jackson State,N
1981,6,19,LAL,Kevin,Singleton,N/A,California,N
1981,6,20,PHO,Pete,Harris,N/A,Northeastern,N
1981,6,21,Mil,Jo Jo,Hunter,N/A,Colorado,N
1981,6,22,Bos,Steve,Waite,N/A,Iowa,N
1981,6,23,PHI,Michael,Thomas,N/A,North Park,N
1981,7,1,DAL,Danny,Davis,N/A,North Carolina-Wilmington,N
1981,7,2,Det,Greg,Nance,N/A,West Virginia,N
1981,7,3,NJN,Rod,Robertson,N/A,Northwestern,N
1981,7,4,CLE,Andre,Smith,N/A,Nebraska,N
1981,7,5,UTA,Mike,Robinson,N/A,Central Michigan,N
1981,7,6,Atl,Kevin,Vesey,N/A,Iona,N
1981,7,7,Sea,Tom,Sienkiewicz,N/A,Villanova,N
1981,7,8,SDC,Randy,Johnson,N/A,Southern Colorado,N
1981,7,9,Den,Greg,Manning,N/A,Maryland,N
1981,7,10,GSW,Robby,Dosty,N/A,Arizona,N
1981,7,11,WA1,Randy,Martel,N/A,Houston Baptist,N
1981,7,12,KCK,Clinton,Wheeler,WheelCl01,William Paterson,N
1981,7,13,HOU,Joe,Faine,N/A,Bowling Green,N
1981,7,14,Ind,Larry,McKinney,N/A,Boise State,N
1981,7,15,POR,Julius,Wayne,N/A,Texas-El Paso,N
1981,7,16,Chi,Scott,Williams,N/A,South Alabama,N
1981,7,17,NYK,Terry,Cramer,N/A,Ripon,N
1981,7,18,SAS,Mark,Minderman,N/A,Northern Michigan,N
1981,7,19,LAL,Larry,Petty,N/A,Wisconsin,N
1981,7,20,PHO,David,Williams,N/A,Southern,N
1981,7,21,Mil,Lewis,Latimore,N/A,Virginia,N
1981,7,22,PHI,John,Crawford,N/A,Kansas,N
1981,7,23,Bos,Tom,Seaman,N/A,Holy Cross,N
1981,8,1,DAL,David,Kennedy,N/A,Cincinnati,N
1981,8,2,Det,Joe,Schoen,N/A,St. Francis (PA),N
1981,8,3,NJN,Ken,Webb,N/A,Fairleigh Dickinson,N
1981,8,4,UTA,Bob,Cattage,CattaBo01,Auburn,N
1981,8,5,CLE,Glen,Marcus,N/A,Alabama-Birmingham,N
1981,8,6,Atl,Gilbert,Salinas,N/A,Notre Dame,N
1981,8,7,SDC,Todd,Haynes,N/A,Davidson,N
1981,8,8,Den,Curtis,Redding,N/A,St. John's,N
1981,8,9,WA1,Mike,Howard,N/A,Wofford,N
1981,8,10,GSW,Yasutaka,Okayama,N/A,None (Japan),N
1981,8,11,HOU,Stanley,Brewer,N/A,Western Georgia,N
1981,8,12,KCK,Randy,Smithson,N/A,Wichita State,N
1981,8,13,Ind,Len,Hatzenbeller,N/A,Drexel,N
1981,8,14,Chi,Ben,Mitchell,N/A,Alabama-Huntsville,N
1981,8,15,POR,John,Smith,N/A,St. Joseph's,N
1981,8,16,NYK,Brian,OConnor,N/A,Thomas More (KY),N
1981,8,17,SAS,Bob,Bartholomew,N/A,San Diego,N
1981,8,18,LAL,Jay,Triano,N/A,Simon Fraser (Canada),N
1981,8,19,PHO,Steve,Risley,N/A,Indiana,N
1981,8,20,Mil,Mike,Brkovich,N/A,Michigan State,N
1981,8,21,Bos,George,Morrow,N/A,Creighton,N
1981,8,22,PHI,Frank,Gilroy,N/A,St. John's,N
1981,9,1,DAL,John,Hollinden,N/A,Indiana State-Evansville,N
1981,9,2,Det,Eddie,Baker,N/A,Alcorn State,N
1981,9,3,NJN,Rudy,Williams,N/A,Providence,N
1981,9,4,CLE,Paul,Roba,N/A,Cleveland State,N
1981,9,5,UTA,Ken,Ollie,N/A,Wyoming,N
1981,9,6,Atl,Howard,Thompkins,N/A,Wagner,N
1981,9,7,SDC,Art,Jones,N/A,North Carolina State,N
1981,9,8,Den,Andrew,Burton,N/A,Austin Peay,N
1981,9,9,GSW,Doug,Murrey,N/A,San Jose State,N
1981,9,10,WA1,Eddie,Brown,N/A,Valdosta State,N
1981,9,11,KCK,Mike,Perry,N/A,Richmond,N
1981,9,12,Ind,Scott,Whitley,N/A,William & Mary,N
1981,9,13,POR,Sid,Williams,N/A,San Jose State,N
1981,9,14,Chi,Terry,Martin,N/A,Lambuth (TN),N
1981,9,15,NYK,Marty,Headd,N/A,Syracuse,N
1981,9,16,SAS,Leonel,Marquetti,N/A,Hampton Institute,N
1981,9,17,PHO,Brian,Johnson,N/A,Colorado,N
1981,9,18,Mil,Chip,Rucker,N/A,Northeastern,N
1981,9,19,PHI,Ron,Wister,N/A,Temple,N
1981,9,20,Bos,Greg,McCray,N/A,Virginia Commonwealth,N
1981,10,1,DAL,Scott,Bolanko,N/A,Northern State College,N
1981,10,2,Det,Melvin,Maxwell,N/A,Western Michigan,N
1981,10,3,NJN,Vic,Sison,N/A,UCLA,N
1981,10,4,UTA,Joe,Merten,N/A,Wisconsin-Eau Claire,N
1981,10,5,CLE,Greg,Boone,N/A,Augsburg,N
1981,10,6,Atl,Mike,Frazier,N/A,Georgetown,N
1981,10,7,SDC,Tony,Gwynn,N/A,San Diego State,N
1981,10,8,Den,Derrick,Rowland,RowlaDe01,Potsdam State,N
1981,10,9,WA1,Ralton,Way,N/A,Houston Baptist,N
1981,10,10,GSW,Barry,Brooks,N/A,USC,N
1981,10,12,KCK,Mark,Wilson,N/A,Fort Hays State,N
1981,10,13,Ind,Rodney,Benson,N/A,Wright State,N
1981,10,14,Chi,Kenny,Easley,N/A,UCLA,N
1981,10,15,POR,Steve,Cochran,N/A,Lewis & Clark,N
1981,10,16,NYK,Kevin,Rogers,N/A,St. Peter's,N
1981,10,17,SAS,Alvin,Brooks,N/A,Lamar,N
1981,10,19,PHO,Felton,Sealey,N/A,Oregon,N
1981,10,20,Mil,Artie,Green,N/A,Marquette,N
1981,10,21,Bos,Ken,Matthews,N/A,North Carolina State,N
1981,10,22,PHI,Pete,Mullenberg,N/A,Delaware,N
1982,1,1,LAL,James,Worthy,WorthJa01,North Carolina,N
1982,1,2,SDC,Terry,Cummings,CummiTe01,DePaul,N
1982,1,3,UTA,Dominique,Wilkins,WilkiDo01,Georgia,N
1982,1,4,DAL,Bill,Garnett,GarneBi01,Wyoming,N
1982,1,5,KCK,LaSalle,Thompson,ThompLa01,Texas,N
1982,1,6,NYK,Trent,Tucker,TuckeTr01,Minnesota,N
1982,1,7,Chi,Quintin,Dailey,DaileQu01,San Francisco,N
1982,1,8,Ind,Clark,Kellogg,KelloCl01,Ohio State,N
1982,1,9,Det,Cliff,Levingston,LevinCl01,Wichita State,N
1982,1,10,Atl,Keith,Edmonson,EdmonKe01,Purdue,N
1982,1,11,POR,Lafayette,Lever,LeverLa01,Arizona State,N
1982,1,12,CLE,John,Bagley,BagleJo01,Boston College,N
1982,1,13,NJN,Eric,Floyd,FloydSL01,Georgetown,N
1982,1,14,GSW,Lester,Conner,ConneLe01,Oregon State,N
1982,1,15,PHO,David,Thirdkill,ThirdDa01,Bradley,N
1982,1,16,HOU,Terry,Teagle,TeaglTe01,Baylor,N
1982,1,17,KCK,Brook,Steppe,SteppBr01,Georgia Tech,N
1982,1,18,Det,Ricky,Pierce,PiercRi01,Rice,N
1982,1,19,Den,Rob,Williams,WilliRo02,Houston,N
1982,1,20,Mil,Paul,Pressey,PressPa01,Tulsa,N
1982,1,21,NJN,Eddie,Phillips,PhillEd01,Alabama,N
1982,1,22,PHI,Mark,McNamara,McNamMa01,California,N
1982,1,23,Bos,Darren,Tillis,TilliDa01,Cleveland State,N
1982,2,1,SAS,Oliver,Robinson,RobinOl01,Alabama-Birmingham,N
1982,2,2,WA1,Bryan,Warrick,WarriBr01,St. Joseph's,N
1982,2,3,Chi,Ricky,Frazier,N/A,Missouri,N
1982,2,4,Mil,Fred,Roberts,RoberFr01,Brigham Young,N
1982,2,5,CLE,David,Magley,MagleDa01,Kansas,N
1982,2,6,NYK,Scott,Hastings,HastiSc01,Arkansas,N
1982,2,7,Chi,Wallace,Bryant,BryanWa01,San Francisco,N
1982,2,8,Chi,Rod,Higgins,HiggiRo01,Fresno State,N
1982,2,9,SDC,Richard,Anderson,AnderRi01,UC Santa Barbara,N
1982,2,10,POR,Linton,Townes,TowneLi01,James Madison,N
1982,2,11,NYK,Vince,Taylor,TayloVi01,Duke,N
1982,2,12,GSW,Derek,Smith,SmithDe01,Louisville,N
1982,2,13,PHI,Mitchell,Anderson,AnderMi01,Bradley,N
1982,2,14,POR,Audie,Norris,NorriAu01,Jackson State,N
1982,2,15,GSW,Wayne,Sappleton,SapplWa01,Loyola (IL),N
1982,2,16,PHO,Kevin,Magee,N/A,California-Irvine,N
1982,2,17,Ind,Guy,Morgan,MorgaGu01,Wake Forest,N
1982,2,18,WA1,Dwight,Anderson,AnderDw01,USC,N
1982,2,19,HOU,Jeff,Taylor,TayloJe01,Texas Tech,N
1982,2,20,Ind,Jose,Slaughter,SlaugJo01,Portland,N
1982,2,21,WA1,Mike,Gibson,GibsoMi01,S. Carolina-Spartanburg,N
1982,2,22,PHI,Russ,Schoene,SchoeRu01,Tennessee-Chattanooga,N
1982,2,23,Bos,Tony,Guy,N/A,Kansas,N
1982,3,1,CLE,Michael,Wilson,WilsoMi01,Marquette,N
1982,3,2,SDC,Craig,Hodges,HodgeCr01,Long Beach State,N
1982,3,3,UTA,Steve,Trumbo,N/A,Brigham Young,N
1982,3,4,DAL,Corny,Thompson,ThompCo01,Connecticut,N
1982,3,5,KCK,Jim,Johnstone,JohnsJi01,Wake Forest,N
1982,3,6,NYK,Dan,Caldwell,N/A,Washington,N
1982,3,7,Chi,Tyrone,Adams,N/A,Kansas State,N
1982,3,8,LAL,Willie,Jones,JonesWi03,Vanderbilt,N
1982,3,9,UTA,Jerry,Eaves,EavesJe01,Louisville,N
1982,3,10,Atl,Joe,Kopicki,KopicJo01,Detroit,N
1982,3,11,NYK,Craig,Tucker,N/A,Illinois,N
1982,3,12,WA1,Mike,Largey,N/A,Upsala,N
1982,3,13,NJN,Jimmy,Black,N/A,North Carolina,N
1982,3,14,GSW,Chris,Engler,EngleCh01,Wyoming,N
1982,3,15,PHO,Charles,Pittman,PittmCh01,Maryland,N
1982,3,16,Den,Roylin,Bond,N/A,Pepperdine,N
1982,3,17,HOU,Chuck,Nevitt,NevitCh01,North Carolina State,N
1982,3,18,SAS,Willie,Redden,N/A,South Florida,N
1982,3,19,Sea,John,Greig,GreigJo01,Oregon,N
1982,3,20,POR,Phillip,Lockett,N/A,Alabama,N
1982,3,21,LAL,Mike,Hackett,N/A,Jacksonville,N
1982,3,22,PHI,Dale,Solomon,N/A,Virginia Tech,N
1982,3,23,Bos,Perry,Moss,MossPe01 ,Northeastern,N
1982,4,1,CLE,Reggie,Hannah,N/A,South Alabama,N
1982,4,2,SDC,Darius,Clemons,N/A,Loyola (IL),N
1982,4,3,UTA,Mark,Eaton,EatonMa01,UCLA,N
1982,4,4,DAL,Rudy,Woods,N/A,Texas A&M,N
1982,4,5,KCK,Mike,Sanders,SandeMi01,UCLA,N
1982,4,6,NYK,Norm,Anchrum,N/A,Alabama-Birmingham,N
1982,4,7,Chi,Chuck,Aleksinas,AleksCh01,Connecticut,N
1982,4,8,Ind,Jeff,Jones,N/A,Virginia,N
1982,4,9,Det,Walker,Russell,RusseWa01,Western Michigan,N
1982,4,10,POR,Eric,Smith,N/A,Georgetown,N
1982,4,11,NJN,James,Griffin,N/A,Illinois,N
1982,4,12,WA1,Dino,Gregory,N/A,Long Beach State,N
1982,4,13,NJN,Tony,Brown,BrownTo01,Arkansas,N
1982,4,14,GSW,Ken,Stancell,N/A,Virginia Commonwealth,N
1982,4,15,Den,Alford,Turner,N/A,SW Louisiana,N
1982,4,16,HOU,Andre,Gaddy,N/A,George Mason,N
1982,4,17,PHO,Rory,White,WhiteRo01,South Alabama,N
1982,4,18,SAS,Tony,Grier,N/A,South Florida,N
1982,4,19,Sea,Ken,Owens,N/A,Idaho,N
1982,4,20,Mil,Jerry,Beck,N/A,Middle Tennessee,N
1982,4,21,LAL,Craig,McCormick,N/A,Western Kentucky,N
1982,4,22,PHI,Bruce,Atkins,N/A,Duquesne,N
1982,4,23,Bos,Greg,Stewart,N/A,Tulsa,N
1982,5,1,CLE,Terry,White,N/A,Texas-El Paso,N
